iter	MultiClass
158	1.206156365
159	1.205982621
160	1.205899557
161	1.20582123
162	1.205637171
163	1.205499226
164	1.205426811
165	1.205263294
166	1.205169616
167	1.205128194
168	1.204914726
169	1.204728126
170	1.204682117
171	1.20455708
172	1.204372175
173	1.204228402
174	1.2040089
175	1.20388491
176	1.203676719
177	1.203621243
178	1.203531294
179	1.203418547
180	1.203338232
181	1.20321085
182	1.203148294
183	1.203049517
184	1.202939168
185	1.202890281
186	1.202807875
187	1.20264547
188	1.202522966
189	1.202457923
190	1.202388315
191	1.202300081
192	1.202213718
193	1.202180056
194	1.202071213
195	1.202022876
196	1.201933724
197	1.201898839
198	1.201852335
199	1.201780875
200	1.201735057
201	1.201674755
202	1.201602401
203	1.20151147
204	1.201438678
205	1.201386368
206	1.201298243
207	1.201203595
208	1.201126304
209	1.201079866
210	1.201043129
211	1.200939496
212	1.200848336
213	1.2007042
214	1.200634494
215	1.200558364
216	1.200481931
217	1.200355615
218	1.200284891
219	1.200185971
220	1.200099823
221	1.199993372
222	1.199920992
223	1.199813441
224	1.199761326
225	1.199725522
226	1.199652055
227	1.199611761
228	1.199557489
229	1.199439629
230	1.199348136
231	1.199274177
232	1.199158002
233	1.199112514
234	1.198991263
235	1.198942846
236	1.19884654
237	1.198794594
238	1.198739532
239	1.198679842
240	1.19864051
241	1.19858988
242	1.198536114
243	1.198432812
244	1.198329827
245	1.198252426
246	1.198177413
247	1.198030807
248	1.19794978
249	1.197833097
250	1.19775149
251	1.197707639
252	1.197666386
253	1.197569934
254	1.197504168
255	1.197414788
256	1.197347152
257	1.197270922
258	1.197187917
259	1.197055923
260	1.197005695
261	1.19696743
262	1.196856579
263	1.19672973
264	1.196602305
265	1.196472922
266	1.196387534
267	1.196271285
268	1.196165388
269	1.196045624
270	1.195996792
271	1.195954315
272	1.195856559
273	1.195815354
274	1.195758225
275	1.195716607
276	1.195669111
277	1.1954904
278	1.19543837
279	1.195317684
280	1.195199932
281	1.195129869
282	1.195012242
283	1.194949498
284	1.194863487
285	1.194822887
286	1.194771185
287	1.194687267
288	1.194613733
289	1.194592986
290	1.19451064
291	1.194403777
292	1.194317164
293	1.19418655
294	1.194174394
295	1.194114332
296	1.194071395
297	1.194004586
298	1.193957623
299	1.193869584
300	1.193789532
301	1.193759057
302	1.193637479
303	1.193514141
304	1.19342272
305	1.193384939
306	1.193276555
307	1.193257511
308	1.193158931
309	1.193078614
310	1.193025579
311	1.192985927
312	1.192930351
313	1.192864098
314	1.192836489
315	1.192738073
316	1.192680274
317	1.192640477
318	1.192597357
319	1.192574182
320	1.192457019
321	1.192392098
322	1.192367126
323	1.192324956
324	1.192256856
325	1.192140682
326	1.192019707
327	1.191923206
328	1.191890281
329	1.191826621
330	1.191767394
331	1.19171257
332	1.191635315
333	1.1915891
334	1.191558972
335	1.191468386
336	1.191381059
337	1.19136194
338	1.191308927
339	1.19128002
340	1.191253048
341	1.191201057
342	1.191160646
343	1.191109397
344	1.191023481
345	1.19100685
346	1.190934349
347	1.190879672
348	1.190852206
349	1.190766445
350	1.190710824
351	1.190674932
352	1.190619049
353	1.190538523
354	1.190457283
355	1.190401597
356	1.190379661
357	1.190340502
358	1.190269764
359	1.1902588
360	1.19018777
361	1.190103242
362	1.190060232
363	1.190001904
364	1.189952879
365	1.189915734
366	1.189830242
367	1.189805023
368	1.189762463
369	1.189690796
370	1.189616907
371	1.189591749
372	1.189545735
373	1.189507208
374	1.189468245
375	1.189455659
376	1.18942204
377	1.18939398
378	1.189352884
379	1.189277471
380	1.189251273
381	1.189210194
382	1.189186177
383	1.189142111
384	1.189044027
385	1.188968338
386	1.188925388
387	1.188883502
388	1.188840294
389	1.188797692
390	1.188781158
391	1.188750812
392	1.188721855
393	1.188712717
394	1.188665612
395	1.188619762
396	1.188571221
397	1.188529209
398	1.188469406
399	1.188445558
400	1.188381696
401	1.188318442
402	1.188257637
403	1.18821117
404	1.188156865
405	1.188125396
406	1.188056869
407	1.188018735
408	1.187993755
409	1.187960138
410	1.18793429
411	1.187880764
412	1.187869879
413	1.18782799
414	1.187788396
415	1.18775118
416	1.187715765
417	1.18768313
418	1.187634128
419	1.187593058
420	1.187562596
421	1.187535543
422	1.187505799
423	1.18746524
424	1.187431167
425	1.18739727
426	1.187360884
427	1.187315136
428	1.187274522
429	1.187212783
430	1.187192636
431	1.187154035
432	1.187114314
433	1.187071669
434	1.186944715
435	1.186898323
436	1.186878181
437	1.186790882
438	1.186759777
439	1.186723514
440	1.186675717
441	1.186635351
442	1.186584227
443	1.186541433
444	1.186508479
445	1.186474354
446	1.186441243
447	1.186362432
448	1.186333628
449	1.186295346
450	1.18627045
451	1.186230684
452	1.186201646
453	1.186168886
454	1.18612288
455	1.186064292
456	1.186016235
457	1.185927657
458	1.185895756
459	1.185813888
460	1.185789392
461	1.18577507
462	1.185748684
463	1.185711385
464	1.185661584
465	1.185631045
466	1.185609655
467	1.185536601
468	1.185509909
469	1.185461327
470	1.185431182
471	1.185394452
472	1.185348767
473	1.185334346
474	1.185308727
475	1.185273735
476	1.185260174
477	1.185241416
478	1.185222536
479	1.185204038
480	1.185179576
481	1.185160007
482	1.18512995
483	1.185115211
484	1.185050061
485	1.185016115
486	1.185002406
487	1.184975065
488	1.184941304
489	1.184891555
490	1.184849316
491	1.184831567
492	1.184788664
493	1.184762364
494	1.184708444
495	1.184639724
496	1.184615919
497	1.18458936
498	1.184560391
499	1.184517103
500	1.184482063
501	1.184431487
502	1.184398286
503	1.184334622
504	1.184303812
505	1.184266439
506	1.184214378
507	1.184193067
508	1.184171642
509	1.184147207
510	1.184083615
511	1.184044943
512	1.184007684
513	1.183990535
514	1.1839699
515	1.183941413
516	1.183928458
517	1.183897185
518	1.183854047
519	1.183839426
520	1.183827632
521	1.183781417
522	1.18376519
523	1.183753069
524	1.183730693
525	1.18371354
526	1.183706746
527	1.183665035
528	1.183608104
529	1.183600847
530	1.183534881
531	1.183465811
532	1.183424812
533	1.183406773
534	1.183381112
535	1.183330061
536	1.183292467
537	1.183224222
538	1.183204612
539	1.183172856
540	1.183134796
541	1.183119834
542	1.183096121
543	1.183083472
544	1.183044811
545	1.183029283
546	1.183012152
547	1.182983854
548	1.182951323
549	1.182932529
550	1.182923894
551	1.182903675
552	1.18282132
553	1.182799092
554	1.182784031
555	1.182759643
556	1.182739923
557	1.182692264
558	1.18265612
559	1.182636821
560	1.182619156
561	1.182605719
562	1.182580488
563	1.182562676
564	1.182543521
565	1.182516119
566	1.182499132
567	1.182466776
568	1.182405683
569	1.182376654
570	1.182339348
571	1.182295662
572	1.182275601
573	1.182243074
574	1.182207211
575	1.182173011
576	1.182158499
577	1.182149816
578	1.182121067
579	1.182089195
580	1.182069831
581	1.182046739
582	1.182029046
583	1.181974467
584	1.181955698
585	1.181870581
586	1.18185306
587	1.181819664
588	1.18179831
589	1.181786617
590	1.181776927
591	1.181752418
592	1.181731259
593	1.181708501
594	1.181668611
595	1.181655651
596	1.181625592
597	1.181594142
598	1.181569651
599	1.181541277
600	1.181523434
601	1.181447711
602	1.181424966
603	1.18139003
604	1.181369161
605	1.181353962
606	1.181310797
607	1.181234025
608	1.181199087
609	1.18119293
610	1.181173418
611	1.181159381
612	1.181139089
613	1.181121623
614	1.181095783
615	1.181074371
616	1.181031803
617	1.180987143
618	1.180971378
619	1.180933195
620	1.180910823
621	1.180847726
622	1.180839232
623	1.18082068
624	1.180792663
625	1.180773344
626	1.180764593
627	1.180739507
628	1.180724821
629	1.180709509
630	1.180682439
631	1.18066679
632	1.180658172
633	1.180577663
634	1.180533531
635	1.180500483
636	1.180490136
637	1.180458637
638	1.180447883
639	1.180414513
640	1.180392075
641	1.18030845
642	1.18029677
643	1.180267274
644	1.180245032
645	1.180234412
646	1.180212203
647	1.180146867
648	1.180119278
649	1.180092259
650	1.180044725
651	1.180009487
652	1.179979563
653	1.179944225
654	1.179889519
655	1.179863956
656	1.179852872
657	1.17981408
658	1.179800789
659	1.179774004
660	1.179764257
661	1.179734836
662	1.17971654
663	1.179691378
664	1.179667354
665	1.179660402
666	1.179648547
667	1.179605252
668	1.179588326
669	1.17957306
670	1.179545746
671	1.179523669
672	1.179507061
673	1.179491428
674	1.179476328
675	1.179464813
676	1.179456013
677	1.179431754
678	1.1794068
679	1.179393075
680	1.179367161
681	1.17935339
682	1.179338792
683	1.179334125
684	1.17931228
685	1.179286
686	1.179263503
687	1.179247159
688	1.179239598
689	1.179222758
690	1.179196521
691	1.17918306
692	1.179164473
693	1.179145655
694	1.179125796
695	1.179106325
696	1.179100427
697	1.179077149
698	1.179059061
699	1.179045154
700	1.179026418
701	1.179001828
702	1.178963616
703	1.178955624
704	1.178938413
705	1.178931025
706	1.178922219
707	1.178883287
708	1.178835357
709	1.178827122
710	1.178801513
711	1.178778932
712	1.178732526
713	1.178681513
714	1.178669907
715	1.178640875
716	1.178627854
717	1.178616115
718	1.178565716
719	1.178545855
720	1.178502641
721	1.178491501
722	1.178468738
723	1.178446757
724	1.17841898
725	1.178394103
726	1.178375208
727	1.178358191
728	1.178347679
729	1.178331796
730	1.178295428
731	1.178284083
732	1.178262869
733	1.178249229
734	1.178225226
735	1.178177435
736	1.178164571
737	1.178148794
738	1.178143262
739	1.178124426
740	1.178097468
741	1.178075506
742	1.178058559
743	1.178045372
744	1.178024577
745	1.177991988
746	1.177972948
747	1.177951367
748	1.177939735
749	1.17788041
750	1.177854771
751	1.177847279
752	1.177831718
753	1.177813228
754	1.177782958
755	1.177760234
756	1.177749295
757	1.177716854
758	1.17770188
759	1.177689618
760	1.177666769
761	1.177642883
762	1.177630897
763	1.177621911
764	1.177604521
765	1.17759643
766	1.17757887
767	1.177566721
768	1.177558859
769	1.17755451
770	1.177525739
771	1.177477474
772	1.177472604
773	1.177440547
774	1.177422699
775	1.177400074
776	1.177367662
777	1.177348334
778	1.177329754
779	1.177321751
780	1.177279645
781	1.17727528
782	1.177255129
783	1.177239297
784	1.177235945
785	1.177218376
786	1.177196314
787	1.177162204
788	1.177148705
789	1.177135185
790	1.177118345
791	1.177072688
792	1.177065737
793	1.177048776
794	1.17703511
795	1.177001607
796	1.176993346
797	1.176959533
798	1.176935273
799	1.17690423
800	1.176895584
801	1.176885268
802	1.176823711
803	1.176806822
804	1.176795184
805	1.176780628
806	1.176766184
807	1.176754048
808	1.176731716
809	1.176701287
810	1.176681653
811	1.176675352
812	1.176668065
813	1.176651436
814	1.176641308
815	1.176625528
816	1.17659552
817	1.176587738
818	1.176543317
819	1.176526352
820	1.176487501
821	1.176477973
822	1.17645942
823	1.176425399
824	1.176416776
825	1.176401308
826	1.176391943
827	1.176386241
828	1.176372133
829	1.17635216
830	1.176339958
831	1.176335937
832	1.176315324
833	1.17630103
834	1.176269469
835	1.176251976
836	1.176247159
837	1.176221254
838	1.176188137
839	1.176178078
840	1.176173187
841	1.176145893
842	1.176136884
843	1.176129195
844	1.176117115
845	1.176083505
846	1.176061653
847	1.176052466
848	1.176009091
849	1.176005345
850	1.175993748
851	1.175966685
852	1.175940434
853	1.175935181
854	1.175915359
855	1.175899331
856	1.175882563
857	1.175841954
858	1.175831639
859	1.175813322
860	1.175781857
861	1.175767751
862	1.175756723
863	1.175745838
864	1.175737793
865	1.175704121
866	1.175694873
867	1.175675848
868	1.175662447
869	1.175652515
870	1.175630051
871	1.175608086
872	1.175594822
873	1.175590949
874	1.175555332
875	1.175547925
876	1.175530188
877	1.175516146
878	1.175511949
879	1.175496079
880	1.175465262
881	1.175460533
882	1.175435618
883	1.175413702
884	1.175402454
885	1.175397705
886	1.175389895
887	1.175371998
888	1.175341102
889	1.175329148
890	1.175294477
891	1.175277234
892	1.1752513
893	1.175238687
894	1.175212538
895	1.175206303
896	1.175188848
897	1.175173595
898	1.175156874
899	1.175146105
900	1.175114963
901	1.175099714
902	1.175095768
903	1.175091007
904	1.175080782
905	1.175066471
906	1.175056364
907	1.175036044
908	1.175024375
909	1.174986295
910	1.174963454
911	1.174956035
912	1.174942371
913	1.174929269
914	1.174912891
915	1.174907063
916	1.174877365
917	1.174852927
918	1.174832876
919	1.174797903
920	1.174785015
921	1.174778595
922	1.174774503
923	1.174772003
924	1.174729576
925	1.17472588
926	1.174676825
927	1.174661876
928	1.174643269
929	1.174630695
930	1.174612799
931	1.174591664
932	1.174576881
933	1.174558289
934	1.174547667
935	1.174478003
936	1.174468275
937	1.174456595
938	1.17443638
939	1.174413895
940	1.174376307
941	1.174370168
942	1.17436653
943	1.174357591
944	1.174343771
945	1.174331945
946	1.174322198
947	1.174307146
948	1.174305086
949	1.174296254
950	1.174291936
951	1.174278571
952	1.1742581
953	1.174246772
954	1.174224566
955	1.174214372
956	1.174209372
957	1.174202278
958	1.174188964
959	1.174179728
960	1.174170228
961	1.174150119
962	1.174132771
963	1.174117397
964	1.174110344
965	1.174099139
966	1.174093232
967	1.174082823
968	1.174047599
969	1.1740198
970	1.174011194
971	1.17398465
972	1.173971807
973	1.173954489
974	1.173937876
975	1.173914918
976	1.17391161
977	1.173900956
978	1.173887798
979	1.173861737
980	1.173837723
981	1.173829708
982	1.173803559
983	1.173793964
984	1.173783559
985	1.173752597
986	1.173748214
987	1.173727765
988	1.173722533
989	1.173711942
990	1.173702265
991	1.173678289
992	1.173654051
993	1.173644174
994	1.173635554
995	1.173619905
996	1.173599515
997	1.173592927
998	1.173586166
999	1.173582534
