start,peak,end,flare_class,flux
2019-02-10 00:00:00,2019-02-10 01:20:00,2019-02-10 01:11:00,32,0.22
2019-02-10 00:00:00,2019-02-10 00:14:00,2019-02-10 00:09:00,24,0.0015
2019-02-10 00:00:00,2019-02-10 00:06:00,2019-02-10 00:04:00,77,0.00017
2019-02-10 00:00:00,2019-02-10 00:07:00,2019-02-10 00:04:00,69,0.00018
2019-02-10 00:00:00,2019-02-10 00:36:00,2019-02-10 00:19:00,17,0.003
2019-02-10 00:00:00,2019-02-10 00:10:00,2019-02-10 00:05:00,15,0.00066
2019-02-10 00:00:00,2019-02-10 00:18:00,2019-02-10 00:11:00,C,
2019-02-10 00:00:00,2019-02-10 00:16:00,2019-02-10 00:11:00,63,0.00062
2019-02-10 00:01:00,2019-02-10 00:09:00,2019-02-10 00:06:00,12,4.2e-05
2019-02-10 00:01:00,2019-02-10 00:09:00,2019-02-10 00:05:00,77,0.00026
2019-02-10 00:01:00,2019-02-10 00:36:00,2019-02-10 00:22:00,29,0.00053
2019-02-10 00:01:00,2019-02-10 00:16:00,2019-02-10 00:09:00,C,
2019-02-10 00:01:00,2019-02-10 00:17:00,2019-02-10 00:08:00,10,0.00078
2019-02-10 00:01:00,2019-02-10 00:33:00,2019-02-10 00:24:00,95,0.0013
2019-02-10 00:01:00,2019-02-10 00:16:00,2019-02-10 00:11:00,38,0.0029
2019-02-10 00:01:00,2019-02-10 00:23:00,2019-02-10 00:11:00,22,0.0021
2019-02-10 00:02:00,2019-02-10 00:18:00,2019-02-10 00:11:00,B,
2019-02-10 00:02:00,2019-02-10 00:09:00,2019-02-10 00:07:00,C,
2019-02-10 00:02:00,2019-02-10 00:11:00,2019-02-10 00:08:00,20,6.5e-05
2019-02-10 00:02:00,2019-02-10 00:40:00,2019-02-10 00:24:00,X,
2019-02-10 00:02:00,2019-02-10 00:25:00,2019-02-10 00:12:00,11,0.0012
2019-02-10 00:03:00,2019-02-10 00:09:00,2019-02-10 00:06:00,C,
2019-02-10 00:03:00,2019-02-10 00:27:00,2019-02-10 00:19:00,78,0.0058
2019-02-10 00:03:00,2019-02-10 00:11:00,2019-02-10 00:07:00,36,0.0001
2019-02-10 00:03:00,2019-02-10 00:25:00,2019-02-10 00:07:00,10,0.0011
2019-02-10 00:03:00,2019-02-10 00:12:00,2019-02-10 00:07:00,17,0.00069
2019-02-10 00:03:00,2019-02-10 00:11:00,2019-02-10 00:08:00,C,
2019-02-10 00:03:00,2019-02-10 00:13:00,2019-02-10 00:10:00,31,0.00092
2019-02-10 00:04:00,2019-02-10 00:15:00,2019-02-10 00:09:00,63,0.00031
2019-02-10 00:04:00,2019-02-10 00:14:00,2019-02-10 00:11:00,20,0.00068
2019-02-10 00:04:00,2019-02-10 00:11:00,2019-02-10 00:08:00,66,0.00018
2019-02-10 00:04:00,2019-02-10 00:13:00,2019-02-10 00:08:00,C,
2019-02-10 00:04:00,2019-02-10 00:41:00,2019-02-10 00:21:00,C,
2019-02-10 00:04:00,2019-02-10 00:49:00,2019-02-10 00:28:00,B,
2019-02-10 00:04:00,2019-02-10 00:31:00,2019-02-10 00:14:00,27,0.00036
2019-02-10 00:04:00,2019-02-10 00:10:00,2019-02-10 00:08:00,13,0.00027
2019-02-10 00:05:00,2019-02-10 00:18:00,2019-02-10 00:12:00,10,0.00061
2019-02-10 00:05:00,2019-02-10 00:12:00,2019-02-10 00:09:00,C,
2019-02-10 00:05:00,2019-02-10 00:27:00,2019-02-10 00:18:00,44,0.004
2019-02-10 00:05:00,2019-02-10 00:21:00,2019-02-10 00:18:00,54,0.00042
2019-02-10 00:05:00,2019-02-10 00:13:00,2019-02-10 00:09:00,10,0.00033
2019-02-10 00:05:00,2019-02-10 00:10:00,2019-02-10 00:08:00,35,5.4e-05
2019-02-10 00:05:00,2019-02-10 00:18:00,2019-02-10 00:10:00,10,0.0006
2019-02-10 00:06:00,2019-02-10 00:32:00,2019-02-10 00:19:00,66,0.00078
2019-02-10 00:06:00,2019-02-10 00:47:00,2019-02-10 00:27:00,B,
2019-02-10 00:06:00,2019-02-10 00:18:00,2019-02-10 00:13:00,30,0.0015
2019-02-10 00:06:00,2019-02-10 00:20:00,2019-02-10 00:14:00,C,
2019-02-10 00:06:00,2019-02-10 00:25:00,2019-02-10 00:17:00,97,0.00092
2019-02-10 00:06:00,2019-02-10 00:20:00,2019-02-10 00:14:00,31,0.0017
2019-02-10 00:06:00,2019-02-10 00:27:00,2019-02-10 00:15:00,C,
2019-02-10 00:06:00,2019-02-10 00:26:00,2019-02-10 00:14:00,88,0.00072
2019-02-10 00:06:00,2019-02-10 00:38:00,2019-02-10 00:21:00,28,0.0042
2019-02-10 00:06:00,2019-02-10 00:22:00,2019-02-10 00:12:00,C,
2019-02-10 00:06:00,2019-02-10 00:16:00,2019-02-10 00:10:00,43,0.00019
2019-02-10 00:06:00,2019-02-10 00:20:00,2019-02-10 00:11:00,38,0.00025
2019-02-10 00:06:00,2019-02-10 00:17:00,2019-02-10 00:13:00,M,
2019-02-10 00:07:00,2019-02-10 01:07:00,2019-02-10 01:02:00,23,0.00057
2019-02-10 00:07:00,2019-02-10 00:19:00,2019-02-10 00:14:00,30,0.00021
2019-02-10 00:07:00,2019-02-10 00:12:00,2019-02-10 00:10:00,C,
2019-02-10 00:07:00,2019-02-10 00:14:00,2019-02-10 00:11:00,14,0.00038
2019-02-10 00:07:00,2019-02-10 00:12:00,2019-02-10 00:10:00,43,7e-05
2019-02-10 00:07:00,2019-02-10 00:13:00,2019-02-10 00:10:00,92,0.0002
2019-02-10 00:08:00,2019-02-10 00:16:00,2019-02-10 00:12:00,13,0.00044
2019-02-10 00:08:00,2019-02-10 00:19:00,2019-02-10 00:12:00,22,0.00011
2019-02-10 00:08:00,2019-02-10 00:16:00,2019-02-10 00:12:00,13,4.6e-05
2019-02-10 00:08:00,2019-02-10 00:19:00,2019-02-10 00:13:00,11,0.00049
2019-02-10 00:08:00,2019-02-10 00:25:00,2019-02-10 00:14:00,C,
2019-02-10 00:08:00,2019-02-10 00:15:00,2019-02-10 00:11:00,21,5.8e-05
2019-02-10 00:08:00,2019-02-10 00:17:00,2019-02-10 00:13:00,C,
2019-02-10 00:08:00,2019-02-10 00:13:00,2019-02-10 00:11:00,15,2.5e-05
2019-02-10 00:08:00,2019-02-10 00:18:00,2019-02-10 00:13:00,15,0.00069
2019-02-10 00:09:00,2019-02-10 00:16:00,2019-02-10 00:12:00,16,4.5e-05
2019-02-10 00:09:00,2019-02-10 00:25:00,2019-02-10 00:18:00,55,0.00036
2019-02-10 00:09:00,2019-02-10 00:17:00,2019-02-10 00:13:00,30,9.3e-05
2019-02-10 00:09:00,2019-02-10 00:21:00,2019-02-10 00:14:00,21,0.001
2019-02-10 00:09:00,2019-02-10 00:14:00,2019-02-10 00:12:00,10,1.6e-05
2019-02-10 00:09:00,2019-02-10 00:21:00,2019-02-10 00:17:00,22,0.0011
2019-02-10 00:10:00,2019-02-10 00:15:00,2019-02-10 00:13:00,B,
2019-02-10 00:10:00,2019-02-10 00:30:00,2019-02-10 00:22:00,40,0.003
2019-02-10 00:10:00,2019-02-10 00:16:00,2019-02-10 00:14:00,C,
2019-02-10 00:10:00,2019-02-10 00:42:00,2019-02-10 00:26:00,11,0.0019
2019-02-10 00:10:00,2019-02-10 00:18:00,2019-02-10 00:16:00,C,
2019-02-10 00:10:00,2019-02-10 01:28:00,2019-02-10 00:55:00,C,
2019-02-10 00:10:00,2019-02-10 00:29:00,2019-02-10 00:21:00,C,
2019-02-10 00:10:00,2019-02-10 00:20:00,2019-02-10 00:15:00,10,0.00044
2019-02-10 00:11:00,2019-02-10 00:24:00,2019-02-10 00:19:00,25,0.0014
2019-02-10 00:11:00,2019-02-10 01:04:00,2019-02-10 00:25:00,23,0.0058
2019-02-10 00:11:00,2019-02-10 00:21:00,2019-02-10 00:17:00,15,0.00064
2019-02-10 00:11:00,2019-02-10 00:18:00,2019-02-10 00:16:00,39,0.00011
2019-02-10 00:11:00,2019-02-10 00:28:00,2019-02-10 00:21:00,23,0.00018
2019-02-10 00:12:00,2019-02-10 00:50:00,2019-02-10 00:28:00,17,0.003
2019-02-10 00:12:00,2019-02-10 00:17:00,2019-02-10 00:15:00,C,
2019-02-10 00:12:00,2019-02-10 00:30:00,2019-02-10 00:22:00,18,0.0015
2019-02-10 00:12:00,2019-02-10 00:22:00,2019-02-10 00:16:00,46,0.0002
2019-02-10 00:12:00,2019-02-10 00:37:00,2019-02-10 00:21:00,26,0.0028
2019-02-10 00:12:00,2019-02-10 00:23:00,2019-02-10 00:19:00,C,
2019-02-10 00:12:00,2019-02-10 00:19:00,2019-02-10 00:16:00,27,7.5e-05
2019-02-10 00:12:00,2019-02-10 00:19:00,2019-02-10 00:16:00,70,0.00019
2019-02-10 00:12:00,2019-02-10 00:24:00,2019-02-10 00:20:00,12,0.00055
2019-02-10 00:12:00,2019-02-10 00:26:00,2019-02-10 00:19:00,62,0.00029
2019-02-10 00:12:00,2019-02-10 01:05:00,2019-02-10 00:43:00,M,
2019-02-10 00:13:00,2019-02-10 00:24:00,2019-02-10 00:21:00,C,
2019-02-10 00:13:00,2019-02-10 00:54:00,2019-02-10 00:29:00,61,0.0012
2019-02-10 00:13:00,2019-02-10 00:26:00,2019-02-10 00:20:00,15,0.0011
2019-02-10 00:13:00,2019-02-10 00:20:00,2019-02-10 00:17:00,23,0.00057
2019-02-10 00:13:00,2019-02-10 00:23:00,2019-02-10 00:18:00,14,0.0006
2019-02-10 00:13:00,2019-02-10 00:31:00,2019-02-10 00:20:00,40,0.0028
2019-02-10 00:13:00,2019-02-10 00:21:00,2019-02-10 00:16:00,C,
2019-02-10 00:14:00,2019-02-10 00:28:00,2019-02-10 00:22:00,M,
2019-02-10 00:14:00,2019-02-10 00:30:00,2019-02-10 00:21:00,C,
2019-02-10 00:14:00,2019-02-10 00:22:00,2019-02-10 00:18:00,C,
2019-02-10 00:14:00,2019-02-10 00:56:00,2019-02-10 00:36:00,C,
2019-02-10 00:14:00,2019-02-10 00:19:00,2019-02-10 00:17:00,57,7.8e-05
2019-02-10 00:14:00,2019-02-10 00:21:00,2019-02-10 00:18:00,B,
2019-02-10 00:14:00,2019-02-10 00:21:00,2019-02-10 00:18:00,C,
2019-02-10 00:14:00,2019-02-10 00:40:00,2019-02-10 00:30:00,23,0.0029
2019-02-10 00:14:00,2019-02-10 00:25:00,2019-02-10 00:19:00,47,0.0022
2019-02-10 00:15:00,2019-02-10 00:35:00,2019-02-10 00:27:00,C,
2019-02-10 00:15:00,2019-02-10 00:30:00,2019-02-10 00:22:00,C,
2019-02-10 00:15:00,2019-02-10 00:29:00,2019-02-10 00:21:00,C,
2019-02-10 00:15:00,2019-02-10 00:23:00,2019-02-10 00:19:00,14,0.00047
2019-02-10 00:16:00,2019-02-10 01:03:00,2019-02-10 00:51:00,B,
2019-02-10 00:16:00,2019-02-10 00:29:00,2019-02-10 00:27:00,C,
2019-02-10 00:16:00,2019-02-10 00:36:00,2019-02-10 00:28:00,56,0.00061
2019-02-10 00:16:00,2019-02-10 00:39:00,2019-02-10 00:26:00,28,0.0003
2019-02-10 00:16:00,2019-02-10 00:25:00,2019-02-10 00:21:00,86,0.00031
2019-02-10 00:16:00,2019-02-10 00:24:00,2019-02-10 00:20:00,19,0.00061
2019-02-10 00:16:00,2019-02-10 00:34:00,2019-02-10 00:26:00,25,0.002
2019-02-10 00:17:00,2019-02-10 00:25:00,2019-02-10 00:22:00,60,0.00028
2019-02-10 00:17:00,2019-02-10 00:27:00,2019-02-10 00:21:00,15,0.00061
2019-02-10 00:17:00,2019-02-10 00:27:00,2019-02-10 00:21:00,76,0.00033
2019-02-10 00:17:00,2019-02-10 00:36:00,2019-02-10 00:28:00,16,0.0014
2019-02-10 00:17:00,2019-02-10 00:27:00,2019-02-10 00:21:00,18,7.4e-05
2019-02-10 00:17:00,2019-02-10 00:39:00,2019-02-10 00:30:00,57,0.00049
2019-02-10 00:17:00,2019-02-10 00:33:00,2019-02-10 00:26:00,38,0.0022
2019-02-10 00:17:00,2019-02-10 00:23:00,2019-02-10 00:21:00,C,
2019-02-10 00:17:00,2019-02-10 00:28:00,2019-02-10 00:24:00,13,0.0006
2019-02-10 00:17:00,2019-02-10 00:30:00,2019-02-10 00:22:00,23,0.00014
2019-02-10 00:17:00,2019-02-10 00:26:00,2019-02-10 00:20:00,13,5e-05
2019-02-10 00:17:00,2019-02-10 00:34:00,2019-02-10 00:27:00,C,
2019-02-10 00:17:00,2019-02-10 00:33:00,2019-02-10 00:25:00,76,0.00067
2019-02-10 00:18:00,2019-02-10 00:26:00,2019-02-10 00:23:00,29,8.3e-05
2019-02-10 00:18:00,2019-02-10 00:23:00,2019-02-10 00:21:00,B,
2019-02-10 00:18:00,2019-02-10 00:24:00,2019-02-10 00:22:00,10,0.0015
2019-02-10 00:18:00,2019-02-10 00:39:00,2019-02-10 00:28:00,C,
2019-02-10 00:18:00,2019-02-10 00:26:00,2019-02-10 00:22:00,37,0.00012
2019-02-10 00:18:00,2019-02-10 00:28:00,2019-02-10 00:21:00,B,
2019-02-10 00:18:00,2019-02-10 00:28:00,2019-02-10 00:24:00,72,0.0025
2019-02-10 00:18:00,2019-02-10 00:25:00,2019-02-10 00:21:00,34,9.4e-05
2019-02-10 00:19:00,2019-02-10 00:33:00,2019-02-10 00:27:00,18,0.0012
2019-02-10 00:19:00,2019-02-10 00:28:00,2019-02-10 00:22:00,10,0.00037
2019-02-10 00:19:00,2019-02-10 00:35:00,2019-02-10 00:28:00,14,0.0014
2019-02-10 00:19:00,2019-02-10 00:32:00,2019-02-10 00:26:00,85,0.00053
2019-02-10 00:19:00,2019-02-10 01:45:00,2019-02-10 01:19:00,38,0.014
2019-02-10 00:19:00,2019-02-10 00:26:00,2019-02-10 00:24:00,B,
2019-02-10 00:20:00,2019-02-10 00:57:00,2019-02-10 00:32:00,73,0.0012
2019-02-10 00:20:00,2019-02-10 00:32:00,2019-02-10 00:31:00,C,
2019-02-10 00:20:00,2019-02-10 01:10:00,2019-02-10 00:56:00,68,0.011
2019-02-10 00:20:00,2019-02-10 00:29:00,2019-02-10 00:25:00,26,0.0001
2019-02-10 00:20:00,2019-02-10 00:26:00,2019-02-10 00:24:00,16,0.00031
2019-02-10 00:20:00,2019-02-10 00:54:00,2019-02-10 00:30:00,76,0.011
2019-02-10 00:20:00,2019-02-10 00:27:00,2019-02-10 00:23:00,10,2.7e-05
2019-02-10 00:21:00,2019-02-10 00:35:00,2019-02-10 00:30:00,M,
2019-02-10 00:21:00,2019-02-10 00:28:00,2019-02-10 00:25:00,18,5e-05
2019-02-10 00:21:00,2019-02-10 00:36:00,2019-02-10 00:26:00,34,0.0022
2019-02-10 00:21:00,2019-02-10 00:35:00,2019-02-10 00:26:00,30,0.0002
2019-02-10 00:21:00,2019-02-10 00:29:00,2019-02-10 00:26:00,79,0.00044
2019-02-10 00:21:00,2019-02-10 00:28:00,2019-02-10 00:25:00,13,3.6e-05
2019-02-10 00:22:00,2019-02-10 00:37:00,2019-02-10 00:26:00,54,0.00038
2019-02-10 00:22:00,2019-02-10 00:30:00,2019-02-10 00:27:00,C,
2019-02-10 00:22:00,2019-02-10 01:12:00,2019-02-10 00:56:00,34,0.00084
2019-02-10 00:22:00,2019-02-10 00:35:00,2019-02-10 00:31:00,50,0.0022
2019-02-10 00:22:00,2019-02-10 00:38:00,2019-02-10 00:36:00,C,
2019-02-10 00:22:00,2019-02-10 00:32:00,2019-02-10 00:25:00,C,
2019-02-10 00:22:00,2019-02-10 00:31:00,2019-02-10 00:28:00,M,
2019-02-10 00:22:00,2019-02-10 00:33:00,2019-02-10 00:28:00,27,0.0013
2019-02-10 00:23:00,2019-02-10 00:47:00,2019-02-10 00:36:00,C,
2019-02-10 00:23:00,2019-02-10 00:28:00,2019-02-10 00:26:00,50,8.4e-05
2019-02-10 00:23:00,2019-02-10 00:30:00,2019-02-10 00:27:00,C,
2019-02-10 00:23:00,2019-02-10 00:36:00,2019-02-10 00:30:00,16,0.00084
2019-02-10 00:23:00,2019-02-10 00:42:00,2019-02-10 00:31:00,C,
2019-02-10 00:23:00,2019-02-10 00:29:00,2019-02-10 00:26:00,16,0.00035
2019-02-10 00:23:00,2019-02-10 00:52:00,2019-02-10 00:40:00,M,
2019-02-10 00:23:00,2019-02-10 00:50:00,2019-02-10 00:36:00,11,0.0014
2019-02-10 00:23:00,2019-02-10 00:29:00,2019-02-10 00:26:00,C,
2019-02-10 00:23:00,2019-02-10 00:28:00,2019-02-10 00:26:00,15,0.00018
2019-02-10 00:24:00,2019-02-10 00:31:00,2019-02-10 00:29:00,57,0.00014
2019-02-10 00:24:00,2019-02-10 01:08:00,2019-02-10 00:46:00,18,0.0037
2019-02-10 00:24:00,2019-02-10 00:32:00,2019-02-10 00:29:00,39,0.001
2019-02-10 00:24:00,2019-02-10 00:32:00,2019-02-10 00:29:00,46,0.0014
2019-02-10 00:24:00,2019-02-10 01:07:00,2019-02-10 01:02:00,M,
2019-02-10 00:24:00,2019-02-10 00:31:00,2019-02-10 00:28:00,19,0.00054
2019-02-10 00:25:00,2019-02-10 00:32:00,2019-02-10 00:28:00,42,0.00012
2019-02-10 00:25:00,2019-02-10 00:35:00,2019-02-10 00:31:00,20,0.0007
2019-02-10 00:25:00,2019-02-10 00:37:00,2019-02-10 00:32:00,C,
2019-02-10 00:25:00,2019-02-10 00:30:00,2019-02-10 00:28:00,51,7.3e-05
2019-02-10 00:26:00,2019-02-10 00:38:00,2019-02-10 00:34:00,45,0.00019
2019-02-10 00:26:00,2019-02-10 00:39:00,2019-02-10 00:33:00,22,0.00013
2019-02-10 00:26:00,2019-02-10 00:40:00,2019-02-10 00:35:00,M,
2019-02-10 00:26:00,2019-02-10 00:42:00,2019-02-10 00:34:00,21,0.00019
2019-02-10 00:26:00,2019-02-10 00:37:00,2019-02-10 00:33:00,11,0.00043
2019-02-10 00:26:00,2019-02-10 00:39:00,2019-02-10 00:32:00,C,
2019-02-10 00:26:00,2019-02-10 00:59:00,2019-02-10 00:36:00,58,0.0076
2019-02-10 00:26:00,2019-02-10 01:43:00,2019-02-10 01:01:00,54,0.019
2019-02-10 00:27:00,2019-02-10 00:45:00,2019-02-10 00:35:00,41,0.00032
2019-02-10 00:27:00,2019-02-10 00:33:00,2019-02-10 00:30:00,99,0.00022
2019-02-10 00:27:00,2019-02-10 00:35:00,2019-02-10 00:31:00,11,3.7e-05
2019-02-10 00:27:00,2019-02-10 00:42:00,2019-02-10 00:36:00,22,0.0013
2019-02-10 00:27:00,2019-02-10 00:32:00,2019-02-10 00:30:00,B,
2019-02-10 00:27:00,2019-02-10 01:58:00,2019-02-10 01:07:00,64,0.0027
2019-02-10 00:27:00,2019-02-10 00:45:00,2019-02-10 00:35:00,25,0.00026
2019-02-10 00:27:00,2019-02-10 00:34:00,2019-02-10 00:32:00,86,0.00024
2019-02-10 00:27:00,2019-02-10 00:32:00,2019-02-10 00:30:00,B,
2019-02-10 00:27:00,2019-02-10 00:43:00,2019-02-10 00:35:00,14,0.001
2019-02-10 00:28:00,2019-02-10 01:18:00,2019-02-10 01:00:00,87,0.002
2019-02-10 00:28:00,2019-02-10 00:36:00,2019-02-10 00:32:00,B,
2019-02-10 00:28:00,2019-02-10 00:47:00,2019-02-10 00:40:00,25,0.00028
2019-02-10 00:28:00,2019-02-10 00:35:00,2019-02-10 00:31:00,11,0.0003
2019-02-10 00:28:00,2019-02-10 00:35:00,2019-02-10 00:32:00,23,0.00065
2019-02-10 00:28:00,2019-02-10 00:49:00,2019-02-10 00:39:00,C,
2019-02-10 00:29:00,2019-02-10 00:37:00,2019-02-10 00:33:00,96,0.0027
2019-02-10 00:29:00,2019-02-10 00:46:00,2019-02-10 00:37:00,12,0.00091
2019-02-10 00:29:00,2019-02-10 00:39:00,2019-02-10 00:33:00,14,0.0006
2019-02-10 00:29:00,2019-02-10 00:37:00,2019-02-10 00:33:00,C,
2019-02-10 00:29:00,2019-02-10 00:43:00,2019-02-10 00:36:00,78,0.00047
2019-02-10 00:29:00,2019-02-10 00:42:00,2019-02-10 00:36:00,64,0.00035
2019-02-10 00:29:00,2019-02-10 00:35:00,2019-02-10 00:33:00,76,0.00017
2019-02-10 00:29:00,2019-02-10 00:41:00,2019-02-10 00:34:00,78,0.00043
2019-02-10 00:30:00,2019-02-10 00:37:00,2019-02-10 00:35:00,58,0.00015
2019-02-10 00:30:00,2019-02-10 00:44:00,2019-02-10 00:35:00,25,0.00015
2019-02-10 00:30:00,2019-02-10 00:37:00,2019-02-10 00:34:00,70,0.00019
2019-02-10 00:30:00,2019-02-10 01:02:00,2019-02-10 00:57:00,M,
2019-02-10 00:30:00,2019-02-10 00:35:00,2019-02-10 00:33:00,97,0.00015
2019-02-10 00:30:00,2019-02-10 00:36:00,2019-02-10 00:34:00,11,2.5e-05
2019-02-10 00:31:00,2019-02-10 00:40:00,2019-02-10 00:37:00,15,5.5e-05
2019-02-10 00:31:00,2019-02-10 00:48:00,2019-02-10 00:38:00,27,0.0017
2019-02-10 00:31:00,2019-02-10 00:40:00,2019-02-10 00:36:00,17,0.00063
2019-02-10 00:31:00,2019-02-10 00:41:00,2019-02-10 00:36:00,53,0.00022
2019-02-10 00:31:00,2019-02-10 00:38:00,2019-02-10 00:36:00,10,0.00023
2019-02-10 00:31:00,2019-02-10 00:41:00,2019-02-10 00:36:00,53,0.00024
2019-02-10 00:32:00,2019-02-10 00:46:00,2019-02-10 00:39:00,93,0.0049
2019-02-10 00:32:00,2019-02-10 00:38:00,2019-02-10 00:36:00,27,5.6e-05
2019-02-10 00:32:00,2019-02-10 01:28:00,2019-02-10 00:53:00,15,0.0043
2019-02-10 00:32:00,2019-02-10 00:46:00,2019-02-10 00:39:00,23,0.0013
2019-02-10 00:32:00,2019-02-10 01:02:00,2019-02-10 00:44:00,20,0.023
2019-02-10 00:32:00,2019-02-10 00:49:00,2019-02-10 00:41:00,18,0.0012
2019-02-10 00:32:00,2019-02-10 00:38:00,2019-02-10 00:36:00,19,0.0004
2019-02-10 00:32:00,2019-02-10 01:06:00,2019-02-10 00:52:00,C,
2019-02-10 00:33:00,2019-02-10 00:39:00,2019-02-10 00:37:00,12,0.00027
2019-02-10 00:33:00,2019-02-10 00:44:00,2019-02-10 00:38:00,45,0.00021
2019-02-10 00:33:00,2019-02-10 00:40:00,2019-02-10 00:38:00,23,5.7e-05
2019-02-10 00:33:00,2019-02-10 01:55:00,2019-02-10 01:27:00,12,0.04
2019-02-10 00:33:00,2019-02-10 00:39:00,2019-02-10 00:36:00,13,0.0003
2019-02-10 00:33:00,2019-02-10 00:51:00,2019-02-10 00:39:00,B,
2019-02-10 00:33:00,2019-02-10 00:40:00,2019-02-10 00:37:00,82,0.00021
2019-02-10 00:33:00,2019-02-10 01:05:00,2019-02-10 00:52:00,10,0.0018
2019-02-10 00:33:00,2019-02-10 00:41:00,2019-02-10 00:38:00,C,
2019-02-10 00:34:00,2019-02-10 00:52:00,2019-02-10 00:44:00,32,0.00027
2019-02-10 00:34:00,2019-02-10 00:46:00,2019-02-10 00:37:00,10,0.0006
2019-02-10 00:34:00,2019-02-10 01:08:00,2019-02-10 00:57:00,52,0.0066
2019-02-10 00:35:00,2019-02-10 00:58:00,2019-02-10 00:47:00,52,0.0053
2019-02-10 00:35:00,2019-02-10 01:02:00,2019-02-10 00:47:00,97,0.0011
2019-02-10 00:35:00,2019-02-10 00:44:00,2019-02-10 00:41:00,C,
2019-02-10 00:36:00,2019-02-10 00:47:00,2019-02-10 00:42:00,85,0.00043
2019-02-10 00:36:00,2019-02-10 00:56:00,2019-02-10 00:52:00,23,0.00023
2019-02-10 00:36:00,2019-02-10 00:53:00,2019-02-10 00:45:00,37,0.0026
2019-02-10 00:36:00,2019-02-10 00:57:00,2019-02-10 00:48:00,23,0.00023
2019-02-10 00:37:00,2019-02-10 00:45:00,2019-02-10 00:42:00,19,0.0006
2019-02-10 00:37:00,2019-02-10 00:45:00,2019-02-10 00:41:00,30,0.00015
2019-02-10 00:37:00,2019-02-10 00:43:00,2019-02-10 00:40:00,23,4.9e-05
2019-02-10 00:37:00,2019-02-10 00:45:00,2019-02-10 00:42:00,57,0.00018
2019-02-10 00:37:00,2019-02-10 00:59:00,2019-02-10 00:50:00,39,0.028
2019-02-10 00:37:00,2019-02-10 00:44:00,2019-02-10 00:41:00,12,0.00056
2019-02-10 00:37:00,2019-02-10 00:57:00,2019-02-10 00:48:00,65,0.00064
2019-02-10 00:38:00,2019-02-10 00:45:00,2019-02-10 00:42:00,88,0.00023
2019-02-10 00:38:00,2019-02-10 00:51:00,2019-02-10 00:46:00,C,
2019-02-10 00:38:00,2019-02-10 00:50:00,2019-02-10 00:44:00,15,0.00078
2019-02-10 00:38:00,2019-02-10 00:45:00,2019-02-10 00:42:00,10,0.00029
2019-02-10 00:38:00,2019-02-10 00:47:00,2019-02-10 00:42:00,42,0.00017
2019-02-10 00:38:00,2019-02-10 00:53:00,2019-02-10 00:48:00,15,0.001
2019-02-10 00:38:00,2019-02-10 00:52:00,2019-02-10 00:45:00,C,
2019-02-10 00:38:00,2019-02-10 01:06:00,2019-02-10 00:47:00,12,0.0016
2019-02-10 00:39:00,2019-02-10 01:40:00,2019-02-10 01:06:00,C,
2019-02-10 00:39:00,2019-02-10 01:12:00,2019-02-10 00:53:00,C,
2019-02-10 00:39:00,2019-02-10 00:48:00,2019-02-10 00:45:00,94,0.0027
2019-02-10 00:39:00,2019-02-10 02:03:00,2019-02-10 01:27:00,16,0.006
2019-02-10 00:39:00,2019-02-10 00:44:00,2019-02-10 00:42:00,11,1.8e-05
2019-02-10 00:39:00,2019-02-10 01:25:00,2019-02-10 01:02:00,55,0.0094
2019-02-10 00:39:00,2019-02-10 01:11:00,2019-02-10 00:47:00,21,0.003
2019-02-10 00:40:00,2019-02-10 01:00:00,2019-02-10 00:50:00,80,0.00074
2019-02-10 00:40:00,2019-02-10 01:49:00,2019-02-10 01:15:00,46,0.0014
2019-02-10 00:40:00,2019-02-10 00:49:00,2019-02-10 00:46:00,57,0.0002
2019-02-10 00:40:00,2019-02-10 01:22:00,2019-02-10 00:49:00,10,0.0022
2019-02-10 00:41:00,2019-02-10 01:50:00,2019-02-10 01:17:00,C,
2019-02-10 00:41:00,2019-02-10 01:14:00,2019-02-10 00:59:00,73,0.0012
2019-02-10 00:41:00,2019-02-10 00:53:00,2019-02-10 00:47:00,C,
2019-02-10 00:41:00,2019-02-10 00:55:00,2019-02-10 00:45:00,44,0.0003
2019-02-10 00:41:00,2019-02-10 00:50:00,2019-02-10 00:46:00,17,0.00066
2019-02-10 00:41:00,2019-02-10 00:50:00,2019-02-10 00:45:00,B,
2019-02-10 00:41:00,2019-02-10 00:57:00,2019-02-10 00:48:00,15,0.0011
2019-02-10 00:42:00,2019-02-10 00:50:00,2019-02-10 00:45:00,80,0.00027
2019-02-10 00:42:00,2019-02-10 00:50:00,2019-02-10 00:46:00,59,0.0002
2019-02-10 00:42:00,2019-02-10 00:55:00,2019-02-10 00:46:00,14,0.00083
2019-02-10 00:42:00,2019-02-10 00:51:00,2019-02-10 00:47:00,28,0.00011
2019-02-10 00:42:00,2019-02-10 00:49:00,2019-02-10 00:47:00,10,0.00028
2019-02-10 00:42:00,2019-02-10 00:48:00,2019-02-10 00:46:00,38,8.1e-05
2019-02-10 00:42:00,2019-02-10 00:57:00,2019-02-10 00:48:00,29,0.0002
2019-02-10 00:42:00,2019-02-10 01:12:00,2019-02-10 00:54:00,50,0.00084
2019-02-10 00:42:00,2019-02-10 00:48:00,2019-02-10 00:45:00,10,0.00022
2019-02-10 00:43:00,2019-02-10 00:49:00,2019-02-10 00:46:00,46,0.0001
