start,peak,end,flare_class,flux
2019-02-10 02:50:00,2019-02-10 02:58:00,2019-02-10 02:55:00,62,0.0002
2019-02-10 02:50:00,2019-02-10 03:05:00,2019-02-10 02:58:00,82,0.00054
2019-02-10 02:51:00,2019-02-10 03:22:00,2019-02-10 03:07:00,77,0.0085
2019-02-10 02:51:00,2019-02-10 02:56:00,2019-02-10 02:54:00,35,6.1e-05
2019-02-10 02:51:00,2019-02-10 02:58:00,2019-02-10 02:54:00,66,0.00015
2019-02-10 02:51:00,2019-02-10 03:02:00,2019-02-10 02:57:00,87,0.00044
2019-02-10 02:51:00,2019-02-10 03:23:00,2019-02-10 03:10:00,18,0.0028
2019-02-10 02:51:00,2019-02-10 02:57:00,2019-02-10 02:54:00,B,
2019-02-10 02:51:00,2019-02-10 02:59:00,2019-02-10 02:55:00,C,
2019-02-10 02:52:00,2019-02-10 02:58:00,2019-02-10 02:55:00,62,0.00014
2019-02-10 02:52:00,2019-02-10 03:01:00,2019-02-10 02:56:00,C,
2019-02-10 02:52:00,2019-02-10 03:09:00,2019-02-10 03:03:00,C,
2019-02-10 02:52:00,2019-02-10 03:11:00,2019-02-10 03:00:00,C,
2019-02-10 02:52:00,2019-02-10 03:16:00,2019-02-10 03:03:00,C,
2019-02-10 02:52:00,2019-02-10 03:04:00,2019-02-10 02:57:00,12,0.00091
2019-02-10 02:52:00,2019-02-10 03:18:00,2019-02-10 03:02:00,32,0.00039
2019-02-10 02:53:00,2019-02-10 03:09:00,2019-02-10 02:57:00,30,0.00023
2019-02-10 02:53:00,2019-02-10 03:26:00,2019-02-10 03:15:00,39,0.0046
2019-02-10 02:53:00,2019-02-10 03:02:00,2019-02-10 02:59:00,C,
2019-02-10 02:53:00,2019-02-10 03:03:00,2019-02-10 02:58:00,38,0.00017
2019-02-10 02:53:00,2019-02-10 03:02:00,2019-02-10 02:58:00,23,0.00084
2019-02-10 02:53:00,2019-02-10 04:10:00,2019-02-10 03:47:00,12,0.0044
2019-02-10 02:53:00,2019-02-10 03:08:00,2019-02-10 02:59:00,63,0.0004
2019-02-10 02:54:00,2019-02-10 03:05:00,2019-02-10 03:01:00,C,
2019-02-10 02:54:00,2019-02-10 03:09:00,2019-02-10 03:05:00,C,
2019-02-10 02:54:00,2019-02-10 03:04:00,2019-02-10 02:58:00,60,0.00026
2019-02-10 02:54:00,2019-02-10 03:09:00,2019-02-10 03:02:00,97,0.00068
2019-02-10 02:54:00,2019-02-10 03:16:00,2019-02-10 03:08:00,C,
2019-02-10 02:54:00,2019-02-10 03:01:00,2019-02-10 02:59:00,95,0.00022
2019-02-10 02:55:00,2019-02-10 03:10:00,2019-02-10 02:59:00,17,0.0013
2019-02-10 02:55:00,2019-02-10 03:07:00,2019-02-10 03:00:00,76,0.00043
2019-02-10 02:55:00,2019-02-10 03:01:00,2019-02-10 02:58:00,18,4.1e-05
2019-02-10 02:55:00,2019-02-10 03:05:00,2019-02-10 03:02:00,69,0.00029
2019-02-10 02:55:00,2019-02-10 03:09:00,2019-02-10 03:01:00,23,0.0015
2019-02-10 02:56:00,2019-02-10 03:11:00,2019-02-10 03:03:00,34,0.0023
2019-02-10 02:56:00,2019-02-10 03:06:00,2019-02-10 03:00:00,35,0.00016
2019-02-10 02:56:00,2019-02-10 03:06:00,2019-02-10 03:01:00,B,
2019-02-10 02:56:00,2019-02-10 03:13:00,2019-02-10 03:06:00,17,0.00016
2019-02-10 02:56:00,2019-02-10 03:11:00,2019-02-10 03:03:00,12,0.00078
2019-02-10 02:56:00,2019-02-10 03:04:00,2019-02-10 03:01:00,C,
2019-02-10 02:56:00,2019-02-10 03:02:00,2019-02-10 03:00:00,10,0.00021
2019-02-10 02:56:00,2019-02-10 03:08:00,2019-02-10 03:03:00,35,0.0017
2019-02-10 02:57:00,2019-02-10 03:16:00,2019-02-10 03:12:00,31,0.0022
2019-02-10 02:57:00,2019-02-10 03:03:00,2019-02-10 03:01:00,71,0.00013
2019-02-10 02:57:00,2019-02-10 03:16:00,2019-02-10 03:09:00,54,0.00049
2019-02-10 02:57:00,2019-02-10 03:07:00,2019-02-10 03:04:00,15,0.00081
2019-02-10 02:57:00,2019-02-10 03:05:00,2019-02-10 03:02:00,19,0.00063
2019-02-10 02:57:00,2019-02-10 03:17:00,2019-02-10 03:09:00,39,0.0036
2019-02-10 02:57:00,2019-02-10 03:06:00,2019-02-10 03:01:00,21,0.00083
2019-02-10 02:57:00,2019-02-10 03:09:00,2019-02-10 03:01:00,17,9.2e-05
2019-02-10 02:57:00,2019-02-10 03:11:00,2019-02-10 03:01:00,72,0.00049
2019-02-10 02:57:00,2019-02-10 03:09:00,2019-02-10 03:03:00,30,0.0016
2019-02-10 02:57:00,2019-02-10 03:07:00,2019-02-10 03:00:00,10,4.3e-05
2019-02-10 02:58:00,2019-02-10 03:04:00,2019-02-10 03:02:00,38,7.9e-05
2019-02-10 02:58:00,2019-02-10 03:10:00,2019-02-10 03:03:00,77,0.00042
2019-02-10 02:58:00,2019-02-10 03:10:00,2019-02-10 03:08:00,C,
2019-02-10 02:58:00,2019-02-10 03:16:00,2019-02-10 03:07:00,37,0.00038
2019-02-10 02:59:00,2019-02-10 03:23:00,2019-02-10 03:08:00,C,
2019-02-10 02:59:00,2019-02-10 03:15:00,2019-02-10 03:10:00,B,
2019-02-10 02:59:00,2019-02-10 03:10:00,2019-02-10 03:04:00,67,0.00033
2019-02-10 02:59:00,2019-02-10 03:23:00,2019-02-10 03:15:00,71,0.0012
2019-02-10 02:59:00,2019-02-10 03:10:00,2019-02-10 03:07:00,C,
2019-02-10 03:00:00,2019-02-10 03:12:00,2019-02-10 03:05:00,28,0.0015
2019-02-10 03:00:00,2019-02-10 03:14:00,2019-02-10 03:10:00,13,0.00067
2019-02-10 03:00:00,2019-02-10 03:18:00,2019-02-10 03:12:00,10,0.0007
2019-02-10 03:00:00,2019-02-10 03:12:00,2019-02-10 03:05:00,13,0.00063
2019-02-10 03:00:00,2019-02-10 03:08:00,2019-02-10 03:04:00,C,
2019-02-10 03:00:00,2019-02-10 03:05:00,2019-02-10 03:03:00,C,
2019-02-10 03:00:00,2019-02-10 03:08:00,2019-02-10 03:04:00,34,0.00011
2019-02-10 03:00:00,2019-02-10 03:20:00,2019-02-10 03:08:00,C,
2019-02-10 03:01:00,2019-02-10 03:12:00,2019-02-10 03:07:00,B,
2019-02-10 03:01:00,2019-02-10 03:06:00,2019-02-10 03:04:00,90,0.00014
2019-02-10 03:01:00,2019-02-10 03:08:00,2019-02-10 03:04:00,12,0.00033
2019-02-10 03:01:00,2019-02-10 03:08:00,2019-02-10 03:05:00,B,
2019-02-10 03:01:00,2019-02-10 04:05:00,2019-02-10 03:30:00,75,0.002
2019-02-10 03:01:00,2019-02-10 03:11:00,2019-02-10 03:08:00,C,
2019-02-10 03:01:00,2019-02-10 03:31:00,2019-02-10 03:15:00,35,0.0039
2019-02-10 03:01:00,2019-02-10 03:14:00,2019-02-10 03:06:00,42,0.00033
2019-02-10 03:01:00,2019-02-10 03:27:00,2019-02-10 03:11:00,12,0.0017
2019-02-10 03:02:00,2019-02-10 03:18:00,2019-02-10 03:07:00,11,0.00082
2019-02-10 03:02:00,2019-02-10 03:09:00,2019-02-10 03:06:00,33,8.6e-05
2019-02-10 03:02:00,2019-02-10 03:10:00,2019-02-10 03:07:00,33,0.00097
2019-02-10 03:02:00,2019-02-10 03:12:00,2019-02-10 03:08:00,30,0.00014
2019-02-10 03:02:00,2019-02-10 03:15:00,2019-02-10 03:10:00,B,
2019-02-10 03:03:00,2019-02-10 03:13:00,2019-02-10 03:09:00,12,0.0037
2019-02-10 03:03:00,2019-02-10 03:09:00,2019-02-10 03:07:00,B,
2019-02-10 03:03:00,2019-02-10 03:10:00,2019-02-10 03:07:00,24,0.00066
2019-02-10 03:03:00,2019-02-10 04:24:00,2019-02-10 03:38:00,53,0.0017
2019-02-10 03:03:00,2019-02-10 03:09:00,2019-02-10 03:06:00,14,3.2e-05
2019-02-10 03:03:00,2019-02-10 03:17:00,2019-02-10 03:09:00,B,
2019-02-10 03:03:00,2019-02-10 04:01:00,2019-02-10 03:34:00,92,0.0026
2019-02-10 03:03:00,2019-02-10 03:19:00,2019-02-10 03:10:00,33,0.0023
2019-02-10 03:04:00,2019-02-10 03:24:00,2019-02-10 03:19:00,21,0.0017
2019-02-10 03:04:00,2019-02-10 03:11:00,2019-02-10 03:08:00,19,0.00049
2019-02-10 03:04:00,2019-02-10 03:18:00,2019-02-10 03:11:00,15,0.00093
2019-02-10 03:04:00,2019-02-10 03:09:00,2019-02-10 03:07:00,B,
2019-02-10 03:04:00,2019-02-10 03:43:00,2019-02-10 03:31:00,83,0.01
2019-02-10 03:04:00,2019-02-10 03:16:00,2019-02-10 03:11:00,20,0.001
2019-02-10 03:05:00,2019-02-10 03:16:00,2019-02-10 03:10:00,35,0.0015
2019-02-10 03:05:00,2019-02-10 03:13:00,2019-02-10 03:09:00,30,9.9e-05
2019-02-10 03:05:00,2019-02-10 03:18:00,2019-02-10 03:09:00,11,6.8e-05
2019-02-10 03:05:00,2019-02-10 03:24:00,2019-02-10 03:15:00,C,
2019-02-10 03:05:00,2019-02-10 03:24:00,2019-02-10 03:13:00,22,0.0019
2019-02-10 03:05:00,2019-02-10 03:31:00,2019-02-10 03:15:00,48,0.0056
2019-02-10 03:06:00,2019-02-10 03:27:00,2019-02-10 03:19:00,C,
2019-02-10 03:06:00,2019-02-10 04:12:00,2019-02-10 03:34:00,24,0.008
2019-02-10 03:06:00,2019-02-10 03:23:00,2019-02-10 03:13:00,53,0.00043
2019-02-10 03:06:00,2019-02-10 03:16:00,2019-02-10 03:12:00,19,0.00062
2019-02-10 03:06:00,2019-02-10 03:30:00,2019-02-10 03:12:00,12,0.0014
2019-02-10 03:06:00,2019-02-10 03:12:00,2019-02-10 03:09:00,89,0.00019
2019-02-10 03:07:00,2019-02-10 03:23:00,2019-02-10 03:15:00,B,
2019-02-10 03:07:00,2019-02-10 05:17:00,2019-02-10 04:47:00,86,0.0056
2019-02-10 03:07:00,2019-02-10 03:12:00,2019-02-10 03:10:00,19,0.00031
2019-02-10 03:07:00,2019-02-10 03:15:00,2019-02-10 03:12:00,10,0.00028
2019-02-10 03:07:00,2019-02-10 03:35:00,2019-02-10 03:21:00,18,0.0018
2019-02-10 03:07:00,2019-02-10 03:26:00,2019-02-10 03:18:00,70,0.00067
2019-02-10 03:08:00,2019-02-10 03:58:00,2019-02-10 03:35:00,37,0.082
2019-02-10 03:08:00,2019-02-10 03:23:00,2019-02-10 03:17:00,C,
2019-02-10 03:08:00,2019-02-10 03:16:00,2019-02-10 03:13:00,C,
2019-02-10 03:08:00,2019-02-10 03:15:00,2019-02-10 03:12:00,56,0.00015
2019-02-10 03:08:00,2019-02-10 03:51:00,2019-02-10 03:37:00,11,0.016
2019-02-10 03:08:00,2019-02-10 03:42:00,2019-02-10 03:38:00,20,0.00038
2019-02-10 03:08:00,2019-02-10 03:23:00,2019-02-10 03:17:00,C,
2019-02-10 03:08:00,2019-02-10 03:15:00,2019-02-10 03:12:00,39,0.00011
2019-02-10 03:08:00,2019-02-10 03:57:00,2019-02-10 03:36:00,19,0.0053
2019-02-10 03:09:00,2019-02-10 03:21:00,2019-02-10 03:13:00,41,0.0003
2019-02-10 03:09:00,2019-02-10 03:32:00,2019-02-10 03:16:00,19,0.002
2019-02-10 03:09:00,2019-02-10 03:20:00,2019-02-10 03:15:00,31,0.00015
2019-02-10 03:09:00,2019-02-10 03:24:00,2019-02-10 03:13:00,61,0.00044
2019-02-10 03:09:00,2019-02-10 03:21:00,2019-02-10 03:16:00,20,0.001
2019-02-10 03:10:00,2019-02-10 03:23:00,2019-02-10 03:15:00,M,
2019-02-10 03:10:00,2019-02-10 04:39:00,2019-02-10 04:15:00,C,
2019-02-10 03:10:00,2019-02-10 04:13:00,2019-02-10 03:49:00,15,0.0049
2019-02-10 03:10:00,2019-02-10 03:44:00,2019-02-10 03:25:00,16,0.022
2019-02-10 03:10:00,2019-02-10 03:16:00,2019-02-10 03:14:00,12,0.00025
2019-02-10 03:10:00,2019-02-10 03:21:00,2019-02-10 03:17:00,C,
2019-02-10 03:10:00,2019-02-10 03:18:00,2019-02-10 03:15:00,18,0.00051
2019-02-10 03:10:00,2019-02-10 03:19:00,2019-02-10 03:13:00,11,4.4e-05
2019-02-10 03:10:00,2019-02-10 03:44:00,2019-02-10 03:28:00,46,0.00073
2019-02-10 03:10:00,2019-02-10 03:34:00,2019-02-10 03:20:00,C,
2019-02-10 03:10:00,2019-02-10 03:20:00,2019-02-10 03:15:00,21,9.2e-05
2019-02-10 03:10:00,2019-02-10 03:21:00,2019-02-10 03:16:00,24,0.0011
2019-02-10 03:10:00,2019-02-10 03:16:00,2019-02-10 03:14:00,18,3.9e-05
2019-02-10 03:11:00,2019-02-10 03:58:00,2019-02-10 03:36:00,C,
2019-02-10 03:11:00,2019-02-10 03:17:00,2019-02-10 03:14:00,80,0.00018
2019-02-10 03:11:00,2019-02-10 03:19:00,2019-02-10 03:16:00,63,0.0002
2019-02-10 03:11:00,2019-02-10 03:51:00,2019-02-10 03:31:00,C,
2019-02-10 03:11:00,2019-02-10 03:19:00,2019-02-10 03:16:00,63,0.0002
2019-02-10 03:11:00,2019-02-10 04:08:00,2019-02-10 03:44:00,C,
2019-02-10 03:11:00,2019-02-10 03:51:00,2019-02-10 03:31:00,C,
2019-02-10 03:11:00,2019-02-10 03:36:00,2019-02-10 03:29:00,10,0.0014
2019-02-10 03:11:00,2019-02-10 03:16:00,2019-02-10 03:14:00,60,9.5e-05
2019-02-10 03:11:00,2019-02-10 03:20:00,2019-02-10 03:16:00,C,
2019-02-10 03:11:00,2019-02-10 03:19:00,2019-02-10 03:15:00,21,0.00062
2019-02-10 03:11:00,2019-02-10 03:17:00,2019-02-10 03:14:00,C,
2019-02-10 03:12:00,2019-02-10 04:15:00,2019-02-10 03:32:00,62,0.0021
2019-02-10 03:12:00,2019-02-10 03:30:00,2019-02-10 03:18:00,C,
2019-02-10 03:12:00,2019-02-10 03:25:00,2019-02-10 03:18:00,C,
2019-02-10 03:12:00,2019-02-10 03:36:00,2019-02-10 03:25:00,53,0.00067
2019-02-10 03:13:00,2019-02-10 03:21:00,2019-02-10 03:18:00,C,
2019-02-10 03:13:00,2019-02-10 03:21:00,2019-02-10 03:17:00,18,0.049
2019-02-10 03:13:00,2019-02-10 03:37:00,2019-02-10 03:25:00,29,0.0033
2019-02-10 03:13:00,2019-02-10 04:22:00,2019-02-10 03:56:00,18,0.00063
2019-02-10 03:13:00,2019-02-10 04:36:00,2019-02-10 04:00:00,39,0.0016
2019-02-10 03:14:00,2019-02-10 03:21:00,2019-02-10 03:18:00,17,0.0005
2019-02-10 03:14:00,2019-02-10 03:34:00,2019-02-10 03:25:00,C,
2019-02-10 03:14:00,2019-02-10 03:27:00,2019-02-10 03:21:00,13,0.00081
2019-02-10 03:14:00,2019-02-10 03:20:00,2019-02-10 03:17:00,15,3.2e-05
2019-02-10 03:14:00,2019-02-10 03:19:00,2019-02-10 03:17:00,C,
2019-02-10 03:15:00,2019-02-10 03:31:00,2019-02-10 03:20:00,22,0.0015
2019-02-10 03:15:00,2019-02-10 03:35:00,2019-02-10 03:22:00,53,0.00054
2019-02-10 03:15:00,2019-02-10 03:23:00,2019-02-10 03:18:00,32,0.00011
2019-02-10 03:15:00,2019-02-10 03:30:00,2019-02-10 03:23:00,51,0.00037
2019-02-10 03:15:00,2019-02-10 03:29:00,2019-02-10 03:21:00,94,0.00058
2019-02-10 03:15:00,2019-02-10 03:25:00,2019-02-10 03:21:00,28,0.001
2019-02-10 03:15:00,2019-02-10 03:21:00,2019-02-10 03:19:00,47,0.0001
2019-02-10 03:15:00,2019-02-10 03:28:00,2019-02-10 03:22:00,11,0.00067
2019-02-10 03:15:00,2019-02-10 03:48:00,2019-02-10 03:34:00,M,
2019-02-10 03:16:00,2019-02-10 03:48:00,2019-02-10 03:33:00,45,0.00072
2019-02-10 03:16:00,2019-02-10 03:26:00,2019-02-10 03:19:00,12,0.00056
2019-02-10 03:16:00,2019-02-10 03:42:00,2019-02-10 03:30:00,C,
2019-02-10 03:17:00,2019-02-10 03:25:00,2019-02-10 03:21:00,12,0.00043
2019-02-10 03:17:00,2019-02-10 03:28:00,2019-02-10 03:24:00,11,0.00052
2019-02-10 03:17:00,2019-02-10 03:52:00,2019-02-10 03:40:00,14,0.0021
2019-02-10 03:17:00,2019-02-10 03:30:00,2019-02-10 03:23:00,M,
2019-02-10 03:17:00,2019-02-10 03:48:00,2019-02-10 03:39:00,12,0.0015
2019-02-10 03:17:00,2019-02-10 04:52:00,2019-02-10 04:07:00,25,0.0012
2019-02-10 03:17:00,2019-02-10 10:46:00,2019-02-10 07:30:00,78,0.014
2019-02-10 03:17:00,2019-02-10 03:24:00,2019-02-10 03:20:00,13,3.6e-05
2019-02-10 03:17:00,2019-02-10 03:28:00,2019-02-10 03:22:00,35,0.00016
2019-02-10 03:17:00,2019-02-10 03:25:00,2019-02-10 03:21:00,95,0.00031
2019-02-10 03:17:00,2019-02-10 03:52:00,2019-02-10 03:32:00,C,
2019-02-10 03:17:00,2019-02-10 03:26:00,2019-02-10 03:21:00,12,0.00042
2019-02-10 03:18:00,2019-02-10 03:39:00,2019-02-10 03:23:00,57,0.0048
2019-02-10 03:18:00,2019-02-10 03:33:00,2019-02-10 03:23:00,62,0.00044
2019-02-10 03:18:00,2019-02-10 03:53:00,2019-02-10 03:30:00,C,
2019-02-10 03:18:00,2019-02-10 03:43:00,2019-02-10 03:33:00,23,0.00028
2019-02-10 03:18:00,2019-02-10 03:29:00,2019-02-10 03:22:00,49,0.00024
2019-02-10 03:18:00,2019-02-10 03:27:00,2019-02-10 03:23:00,43,0.00015
2019-02-10 03:18:00,2019-02-10 03:36:00,2019-02-10 03:25:00,29,0.0025
2019-02-10 03:19:00,2019-02-10 04:08:00,2019-02-10 03:54:00,25,0.035
2019-02-10 03:19:00,2019-02-10 03:25:00,2019-02-10 03:22:00,10,0.00023
2019-02-10 03:19:00,2019-02-10 04:03:00,2019-02-10 03:35:00,C,
2019-02-10 03:19:00,2019-02-10 03:35:00,2019-02-10 03:26:00,67,0.00058
2019-02-10 03:19:00,2019-02-10 03:27:00,2019-02-10 03:25:00,19,0.00041
2019-02-10 03:19:00,2019-02-10 03:28:00,2019-02-10 03:24:00,M,
2019-02-10 03:19:00,2019-02-10 03:39:00,2019-02-10 03:30:00,C,
2019-02-10 03:19:00,2019-02-10 03:53:00,2019-02-10 03:31:00,67,0.0029
2019-02-10 03:19:00,2019-02-10 03:32:00,2019-02-10 03:26:00,22,0.0017
2019-02-10 03:20:00,2019-02-10 03:39:00,2019-02-10 03:30:00,14,0.0012
2019-02-10 03:20:00,2019-02-10 03:25:00,2019-02-10 03:23:00,45,6.5e-05
2019-02-10 03:20:00,2019-02-10 03:32:00,2019-02-10 03:25:00,51,0.00027
2019-02-10 03:20:00,2019-02-10 03:28:00,2019-02-10 03:24:00,13,0.00039
2019-02-10 03:20:00,2019-02-10 03:35:00,2019-02-10 03:28:00,C,
2019-02-10 03:20:00,2019-02-10 03:41:00,2019-02-10 03:29:00,94,0.00095
2019-02-10 03:20:00,2019-02-10 03:29:00,2019-02-10 03:25:00,19,0.00067
2019-02-10 03:20:00,2019-02-10 03:37:00,2019-02-10 03:28:00,43,0.00034
2019-02-10 03:20:00,2019-02-10 03:29:00,2019-02-10 03:25:00,27,0.00096
2019-02-10 03:20:00,2019-02-10 03:40:00,2019-02-10 03:34:00,20,0.0019
2019-02-10 03:20:00,2019-02-10 03:27:00,2019-02-10 03:23:00,86,0.00024
2019-02-10 03:20:00,2019-02-10 03:29:00,2019-02-10 03:26:00,M,
2019-02-10 03:21:00,2019-02-10 03:44:00,2019-02-10 03:30:00,C,
2019-02-10 03:21:00,2019-02-10 03:29:00,2019-02-10 03:25:00,C,
2019-02-10 03:21:00,2019-02-10 03:36:00,2019-02-10 03:27:00,17,0.0012
2019-02-10 03:21:00,2019-02-10 03:36:00,2019-02-10 03:30:00,19,0.0011
2019-02-10 03:21:00,2019-02-10 03:32:00,2019-02-10 03:29:00,C,
2019-02-10 03:21:00,2019-02-10 03:26:00,2019-02-10 03:23:00,23,0.00084
2019-02-10 03:21:00,2019-02-10 03:31:00,2019-02-10 03:27:00,11,0.0007
2019-02-10 03:22:00,2019-02-10 04:16:00,2019-02-10 03:53:00,86,0.022
2019-02-10 03:22:00,2019-02-10 03:33:00,2019-02-10 03:25:00,42,0.00021
2019-02-10 03:22:00,2019-02-10 03:32:00,2019-02-10 03:26:00,C,
2019-02-10 03:22:00,2019-02-10 03:29:00,2019-02-10 03:26:00,46,0.00013
2019-02-10 03:22:00,2019-02-10 04:18:00,2019-02-10 03:53:00,63,0.13
2019-02-10 03:23:00,2019-02-10 03:33:00,2019-02-10 03:28:00,C,
2019-02-10 03:23:00,2019-02-10 04:03:00,2019-02-10 03:50:00,41,0.00072
2019-02-10 03:23:00,2019-02-10 03:54:00,2019-02-10 03:28:00,B,
2019-02-10 03:23:00,2019-02-10 03:28:00,2019-02-10 03:26:00,B,
2019-02-10 03:23:00,2019-02-10 03:31:00,2019-02-10 03:27:00,10,3.4e-05
2019-02-10 03:23:00,2019-02-10 03:37:00,2019-02-10 03:30:00,76,0.00048
2019-02-10 03:23:00,2019-02-10 03:46:00,2019-02-10 03:35:00,27,0.0034
2019-02-10 03:23:00,2019-02-10 03:48:00,2019-02-10 03:33:00,C,
2019-02-10 03:24:00,2019-02-10 05:14:00,2019-02-10 04:36:00,C,
2019-02-10 03:24:00,2019-02-10 03:31:00,2019-02-10 03:28:00,C,
2019-02-10 03:24:00,2019-02-10 03:42:00,2019-02-10 03:30:00,21,0.0018
2019-02-10 03:24:00,2019-02-10 03:30:00,2019-02-10 03:27:00,15,0.00034
2019-02-10 03:24:00,2019-02-10 05:08:00,2019-02-10 04:48:00,71,0.012
2019-02-10 03:24:00,2019-02-10 04:44:00,2019-02-10 04:15:00,C,
2019-02-10 03:24:00,2019-02-10 03:33:00,2019-02-10 03:29:00,20,0.00066
2019-02-10 03:24:00,2019-02-10 03:36:00,2019-02-10 03:28:00,15,8.4e-05
2019-02-10 03:24:00,2019-02-10 03:32:00,2019-02-10 03:28:00,15,0.00051
2019-02-10 03:24:00,2019-02-10 03:32:00,2019-02-10 03:28:00,20,6.6e-05
2019-02-10 03:24:00,2019-02-10 03:50:00,2019-02-10 03:39:00,C,
2019-02-10 03:25:00,2019-02-10 03:31:00,2019-02-10 03:28:00,10,2.2e-05
2019-02-10 03:25:00,2019-02-10 03:36:00,2019-02-10 03:29:00,C,
2019-02-10 03:25:00,2019-02-10 03:47:00,2019-02-10 03:35:00,C,
2019-02-10 03:25:00,2019-02-10 03:41:00,2019-02-10 03:32:00,21,0.0014
2019-02-10 03:25:00,2019-02-10 03:33:00,2019-02-10 03:29:00,11,0.00036
2019-02-10 03:25:00,2019-02-10 03:36:00,2019-02-10 03:30:00,C,
2019-02-10 03:25:00,2019-02-10 03:31:00,2019-02-10 03:29:00,15,0.00034
2019-02-10 03:25:00,2019-02-10 03:39:00,2019-02-10 03:32:00,B,
2019-02-10 03:25:00,2019-02-10 03:39:00,2019-02-10 03:36:00,47,0.014
2019-02-10 03:26:00,2019-02-10 03:35:00,2019-02-10 03:29:00,19,0.00011
2019-02-10 03:26:00,2019-02-10 03:32:00,2019-02-10 03:29:00,11,2.5e-05
2019-02-10 03:26:00,2019-02-10 03:32:00,2019-02-10 03:30:00,87,0.00018
2019-02-10 03:26:00,2019-02-10 03:33:00,2019-02-10 03:30:00,C,
2019-02-10 03:26:00,2019-02-10 03:39:00,2019-02-10 03:33:00,22,0.0012
2019-02-10 03:26:00,2019-02-10 03:51:00,2019-02-10 03:43:00,30,0.0031
2019-02-10 03:27:00,2019-02-10 03:37:00,2019-02-10 03:31:00,56,0.00025
2019-02-10 03:27:00,2019-02-10 04:02:00,2019-02-10 03:48:00,11,0.0018
2019-02-10 03:27:00,2019-02-10 03:39:00,2019-02-10 03:34:00,38,0.00017
2019-02-10 03:27:00,2019-02-10 03:38:00,2019-02-10 03:32:00,79,0.0037
2019-02-10 03:27:00,2019-02-10 03:53:00,2019-02-10 03:36:00,98,0.0012
2019-02-10 03:28:00,2019-02-10 03:39:00,2019-02-10 03:34:00,19,0.0009
2019-02-10 03:28:00,2019-02-10 03:43:00,2019-02-10 03:31:00,29,0.002
2019-02-10 03:28:00,2019-02-10 03:50:00,2019-02-10 03:33:00,10,0.00099
2019-02-10 03:28:00,2019-02-10 03:35:00,2019-02-10 03:32:00,C,
2019-02-10 03:28:00,2019-02-10 03:47:00,2019-02-10 03:36:00,67,0.00055
2019-02-10 03:28:00,2019-02-10 03:42:00,2019-02-10 03:37:00,89,0.00052
2019-02-10 03:28:00,2019-02-10 03:42:00,2019-02-10 03:36:00,20,0.00013
2019-02-10 03:28:00,2019-02-10 03:35:00,2019-02-10 03:34:00,C,
2019-02-10 03:28:00,2019-02-10 03:42:00,2019-02-10 03:36:00,13,0.00084
2019-02-10 03:28:00,2019-02-10 03:38:00,2019-02-10 03:33:00,28,0.0011
2019-02-10 03:29:00,2019-02-10 03:37:00,2019-02-10 03:33:00,10,0.00034
2019-02-10 03:29:00,2019-02-10 03:36:00,2019-02-10 03:34:00,19,0.00046
2019-02-10 03:29:00,2019-02-10 03:37:00,2019-02-10 03:33:00,62,0.0002
2019-02-10 03:29:00,2019-02-10 03:51:00,2019-02-10 03:41:00,76,0.00082
2019-02-10 03:29:00,2019-02-10 03:36:00,2019-02-10 03:32:00,54,0.00015
2019-02-10 03:29:00,2019-02-10 03:36:00,2019-02-10 03:34:00,10,0.00024
2019-02-10 03:29:00,2019-02-10 03:36:00,2019-02-10 03:32:00,60,0.00017
2019-02-10 03:30:00,2019-02-10 03:41:00,2019-02-10 03:35:00,21,0.00011
2019-02-10 03:30:00,2019-02-10 03:56:00,2019-02-10 03:45:00,C,
2019-02-10 03:30:00,2019-02-10 03:37:00,2019-02-10 03:33:00,20,5.7e-05
2019-02-10 03:30:00,2019-02-10 03:49:00,2019-02-10 03:40:00,30,0.0025
2019-02-10 03:30:00,2019-02-10 03:51:00,2019-02-10 03:41:00,15,0.0017
2019-02-10 03:30:00,2019-02-10 04:10:00,2019-02-10 03:50:00,45,0.008
2019-02-10 03:30:00,2019-02-10 03:44:00,2019-02-10 03:34:00,82,0.00056
2019-02-10 03:31:00,2019-02-10 03:40:00,2019-02-10 03:37:00,39,0.0014
2019-02-10 03:31:00,2019-02-10 03:38:00,2019-02-10 03:34:00,67,0.00018
2019-02-10 03:31:00,2019-02-10 03:42:00,2019-02-10 03:39:00,54,0.0017
2019-02-10 03:31:00,2019-02-10 03:40:00,2019-02-10 03:36:00,52,0.00017
2019-02-10 03:31:00,2019-02-10 03:45:00,2019-02-10 03:37:00,C,
2019-02-10 03:31:00,2019-02-10 03:47:00,2019-02-10 03:37:00,C,
2019-02-10 03:31:00,2019-02-10 03:50:00,2019-02-10 03:37:00,C,
2019-02-10 03:31:00,2019-02-10 03:41:00,2019-02-10 03:36:00,33,0.00014
2019-02-10 03:32:00,2019-02-10 04:16:00,2019-02-10 03:48:00,18,0.0042
2019-02-10 03:32:00,2019-02-10 03:53:00,2019-02-10 03:41:00,73,0.00076
2019-02-10 03:32:00,2019-02-10 03:50:00,2019-02-10 03:41:00,10,0.00086
2019-02-10 03:32:00,2019-02-10 03:42:00,2019-02-10 03:38:00,B,
2019-02-10 03:32:00,2019-02-10 03:50:00,2019-02-10 03:42:00,24,0.0027
2019-02-10 03:32:00,2019-02-10 04:02:00,2019-02-10 03:48:00,25,0.0033
