time_tag,flux
2025-08-04 06:10:00+00:00,7.273179426725562e-07
2025-08-04 06:20:00+00:00,7.022884714658062e-07
2025-08-04 06:30:00+00:00,6.85865654492801e-07
2025-08-04 06:40:00+00:00,6.508364688073698e-07
2025-08-04 06:50:00+00:00,6.006276237702224e-07
2025-08-04 07:00:00+00:00,5.616027673127632e-07
2025-08-04 07:10:00+00:00,5.410522863513733e-07
2025-08-04 07:20:00+00:00,5.353973524080402e-07
2025-08-04 07:30:00+00:00,5.840004588364423e-07
2025-08-04 07:40:00+00:00,5.083094382962728e-07
2025-08-04 07:50:00+00:00,5.025423066573609e-07
2025-08-04 08:00:00+00:00,5.222684706041036e-07
2025-08-04 08:10:00+00:00,5.14141349983177e-07
2025-08-04 08:20:00+00:00,5.096335058185631e-07
2025-08-04 08:30:00+00:00,5.05781548554296e-07
2025-08-04 08:40:00+00:00,5.569094133406338e-07
2025-08-04 08:50:00+00:00,5.144058779604777e-07
2025-08-04 09:00:00+00:00,4.893189893051542e-07
2025-08-04 09:10:00+00:00,4.545657350918386e-07
2025-08-04 09:20:00+00:00,4.4463589118914904e-07
2025-08-04 09:30:00+00:00,4.4159886264383275e-07
2025-08-04 09:40:00+00:00,4.458151376507402e-07
2025-08-04 09:50:00+00:00,4.470809869205894e-07
2025-08-04 10:00:00+00:00,4.4123839479937035e-07
2025-08-04 10:10:00+00:00,4.63678817208546e-07
2025-08-04 10:20:00+00:00,4.7259987969727744e-07
2025-08-04 10:30:00+00:00,6.386412908732097e-07
2025-08-04 10:40:00+00:00,1.753438906959559e-06
2025-08-04 10:50:00+00:00,2.7006828304365625e-06
2025-08-04 11:00:00+00:00,2.5228697538182134e-06
2025-08-04 11:10:00+00:00,2.117135365864442e-06
2025-08-04 11:20:00+00:00,1.7611290932251222e-06
2025-08-04 11:30:00+00:00,1.4980209360970776e-06
2025-08-04 11:40:00+00:00,1.2689697932444233e-06
2025-08-04 11:50:00+00:00,1.095106003390356e-06
2025-08-04 12:00:00+00:00,9.462812487370797e-07
2025-08-04 12:10:00+00:00,8.287678600282788e-07
2025-08-04 12:20:00+00:00,7.833367065224195e-07
2025-08-04 12:30:00+00:00,8.488748340695907e-07
2025-08-04 12:40:00+00:00,9.042732045827506e-07
2025-08-04 12:50:00+00:00,1.0349407698839742e-06
2025-08-04 13:00:00+00:00,8.282091979339156e-07
2025-08-04 13:10:00+00:00,7.277216800716246e-07
2025-08-04 13:20:00+00:00,7.738462233675136e-07
2025-08-04 13:30:00+00:00,8.761689828773456e-07
2025-08-04 13:40:00+00:00,8.964349685669504e-07
2025-08-04 13:50:00+00:00,7.484742522656518e-07
2025-08-04 14:00:00+00:00,6.855513165149318e-07
2025-08-04 14:10:00+00:00,8.400677943498635e-07
2025-08-04 14:20:00+00:00,8.870132750971038e-07
2025-08-04 14:30:00+00:00,7.680208825355806e-07
2025-08-04 14:40:00+00:00,6.20035385701101e-07
2025-08-04 14:50:00+00:00,5.588061176453607e-07
2025-08-04 15:00:00+00:00,8.452922736879032e-07
2025-08-04 15:10:00+00:00,6.826383248004219e-07
2025-08-04 15:20:00+00:00,5.790643833325504e-07
2025-08-04 15:30:00+00:00,4.689333670260254e-07
2025-08-04 15:40:00+00:00,4.4242730867782853e-07
2025-08-04 15:50:00+00:00,4.620126238030764e-07
2025-08-04 16:00:00+00:00,4.690889214176153e-07
2025-08-04 16:10:00+00:00,4.6864451608286117e-07
2025-08-04 16:20:00+00:00,4.808119227650564e-07
2025-08-04 16:30:00+00:00,4.917724930830758e-07
2025-08-04 16:40:00+00:00,5.189193033494632e-07
2025-08-04 16:50:00+00:00,5.73259357317113e-07
2025-08-04 17:00:00+00:00,6.739858073423477e-07
2025-08-04 17:10:00+00:00,6.460358672910615e-07
2025-08-04 17:20:00+00:00,6.51861043809987e-07
2025-08-04 17:30:00+00:00,6.386702964711332e-07
2025-08-04 17:40:00+00:00,6.826262346493195e-07
2025-08-04 17:50:00+00:00,6.316079698365229e-07
2025-08-04 18:00:00+00:00,6.45387260700403e-07
2025-08-04 18:10:00+00:00,6.265832080742939e-07
2025-08-04 18:20:00+00:00,5.775466368707072e-07
2025-08-04 18:30:00+00:00,6.583441851226724e-07
2025-08-04 18:40:00+00:00,5.892650719374615e-07
2025-08-04 18:50:00+00:00,5.895683068413149e-07
2025-08-04 19:00:00+00:00,6.589527427713904e-07
2025-08-04 19:10:00+00:00,6.520266879306292e-07
2025-08-04 19:20:00+00:00,8.348639990884976e-07
2025-08-04 19:30:00+00:00,6.260461896445691e-07
2025-08-04 19:40:00+00:00,5.219763096420138e-07
2025-08-04 19:50:00+00:00,5.142717783179762e-07
2025-08-04 20:00:00+00:00,4.880133417373145e-07
2025-08-04 20:10:00+00:00,4.853045788788535e-07
2025-08-04 20:20:00+00:00,4.231508147434226e-07
2025-08-04 20:30:00+00:00,0.0
2025-08-04 20:40:00+00:00,0.0
2025-08-04 20:50:00+00:00,0.0
2025-08-04 21:00:00+00:00,0.0
2025-08-04 21:10:00+00:00,0.0
2025-08-04 21:20:00+00:00,1.481403839598272e-07
2025-08-04 21:30:00+00:00,4.777720091553306e-07
2025-08-04 21:40:00+00:00,4.92440807509098e-07
2025-08-04 21:50:00+00:00,5.122950632596712e-07
2025-08-04 22:00:00+00:00,5.463721771015173e-07
2025-08-04 22:10:00+00:00,5.140693500660376e-07
2025-08-04 22:20:00+00:00,4.6614925257593144e-07
2025-08-04 22:30:00+00:00,4.6500839956387097e-07
2025-08-04 22:40:00+00:00,4.779736290316805e-07
2025-08-04 22:50:00+00:00,4.697393824582008e-07
2025-08-04 23:00:00+00:00,4.417184605642888e-07
2025-08-04 23:10:00+00:00,4.3244540020026535e-07
2025-08-04 23:20:00+00:00,4.374839663867647e-07
2025-08-04 23:30:00+00:00,4.4947232460401663e-07
2025-08-04 23:40:00+00:00,4.5162375554852475e-07
2025-08-04 23:50:00+00:00,4.457786616729464e-07
2025-08-05 00:00:00+00:00,6.046022771766246e-07
2025-08-05 00:10:00+00:00,1.0749562264322777e-06
2025-08-05 00:20:00+00:00,1.208161604893121e-06
2025-08-05 00:30:00+00:00,7.99035801435366e-07
2025-08-05 00:40:00+00:00,6.895441667431612e-07
2025-08-05 00:50:00+00:00,6.307995118248755e-07
2025-08-05 01:00:00+00:00,6.83828427749944e-07
2025-08-05 01:10:00+00:00,6.004306305484874e-07
2025-08-05 01:20:00+00:00,5.747428219571305e-07
2025-08-05 01:30:00+00:00,6.618689599946492e-07
2025-08-05 01:40:00+00:00,6.483903208120978e-07
2025-08-05 01:50:00+00:00,6.950176415720932e-07
2025-08-05 02:00:00+00:00,1.176292057714079e-06
2025-08-05 02:10:00+00:00,6.147188713612195e-06
2025-08-05 02:20:00+00:00,3.6644035731114854e-06
2025-08-05 02:30:00+00:00,1.9690801977390036e-06
2025-08-05 02:40:00+00:00,1.3245793631710966e-06
2025-08-05 02:50:00+00:00,1.0655247701052418e-06
2025-08-05 03:00:00+00:00,1.0644661962544433e-06
2025-08-05 03:10:00+00:00,9.74608086501405e-07
2025-08-05 03:20:00+00:00,9.605544903479313e-07
2025-08-05 03:30:00+00:00,9.655787412299332e-07
2025-08-05 03:40:00+00:00,7.546732970986625e-07
2025-08-05 03:50:00+00:00,6.44660426285526e-07
2025-08-05 04:00:00+00:00,5.914723884004047e-07
2025-08-05 04:10:00+00:00,5.681120847089716e-07
2025-08-05 04:20:00+00:00,5.802910296726083e-07
2025-08-05 04:30:00+00:00,6.619599222545957e-07
2025-08-05 04:40:00+00:00,6.488548741856448e-07
2025-08-05 04:50:00+00:00,7.190437781190439e-07
2025-08-05 05:00:00+00:00,9.400216910648851e-07
2025-08-05 05:10:00+00:00,9.216013976853787e-07
2025-08-05 05:20:00+00:00,8.616584770138047e-07
2025-08-05 05:30:00+00:00,9.73216570621105e-07
2025-08-05 05:40:00+00:00,1.144805558084272e-06
2025-08-05 05:50:00+00:00,1.107627866048233e-06
2025-08-05 06:00:00+00:00,1.0430300612540577e-06
2025-08-05 06:10:00+00:00,9.688318547418362e-07
2025-08-05 06:20:00+00:00,8.360102116355961e-07
2025-08-05 06:30:00+00:00,7.378000348445823e-07
2025-08-05 06:40:00+00:00,7.378762594711929e-07
2025-08-05 06:50:00+00:00,1.177127701446068e-06
2025-08-05 07:00:00+00:00,1.6528521783243376e-06
2025-08-05 07:10:00+00:00,1.62184403436072e-06
2025-08-05 07:20:00+00:00,1.4430795165054633e-06
2025-08-05 07:30:00+00:00,1.1863592748184715e-06
2025-08-05 07:40:00+00:00,1.0996112779437795e-06
2025-08-05 07:50:00+00:00,1.0256086971693889e-06
2025-08-05 08:00:00+00:00,9.339901485105884e-07
2025-08-05 08:10:00+00:00,8.481448541708402e-07
2025-08-05 08:20:00+00:00,8.046238830772268e-07
2025-08-05 08:30:00+00:00,7.732651049252581e-07
2025-08-05 08:40:00+00:00,7.215613465838544e-07
2025-08-05 08:50:00+00:00,7.143732580594531e-07
2025-08-05 09:00:00+00:00,6.739666700283919e-07
2025-08-05 09:10:00+00:00,6.750559205848106e-07
2025-08-05 09:20:00+00:00,6.881590620011479e-07
2025-08-05 09:30:00+00:00,6.626262214481926e-07
2025-08-05 09:40:00+00:00,6.810514573629689e-07
2025-08-05 09:50:00+00:00,6.469116592189295e-07
2025-08-05 10:00:00+00:00,6.560176140979479e-07
2025-08-05 10:10:00+00:00,6.82191680567712e-07
2025-08-05 10:20:00+00:00,6.888074686628442e-07
2025-08-05 10:30:00+00:00,8.323786583552817e-07
2025-08-05 10:40:00+00:00,7.206570388440525e-07
2025-08-05 10:50:00+00:00,6.238467115782243e-07
2025-08-05 11:00:00+00:00,6.177877227120377e-07
2025-08-05 11:10:00+00:00,6.295448211623977e-07
2025-08-05 11:20:00+00:00,6.303523151007795e-07
2025-08-05 11:30:00+00:00,6.102060449375557e-07
2025-08-05 11:40:00+00:00,5.956077275826033e-07
2025-08-05 11:50:00+00:00,6.398528006990035e-07
2025-08-05 12:00:00+00:00,6.946686204045704e-07
2025-08-05 12:10:00+00:00,6.54691317869549e-07
2025-08-05 12:20:00+00:00,6.339622056206196e-07
2025-08-05 12:30:00+00:00,6.410673372592157e-07
2025-08-05 12:40:00+00:00,6.323109621675371e-07
2025-08-05 12:50:00+00:00,6.152137494996879e-07
2025-08-05 13:00:00+00:00,6.254668406313613e-07
2025-08-05 13:10:00+00:00,7.04851926247585e-07
2025-08-05 13:20:00+00:00,8.521531430716322e-07
2025-08-05 13:30:00+00:00,8.147293484306317e-07
2025-08-05 13:40:00+00:00,8.391160106313578e-07
2025-08-05 13:50:00+00:00,8.602968700976987e-07
2025-08-05 14:00:00+00:00,8.778312210466765e-07
2025-08-05 14:10:00+00:00,9.952646976785219e-07
2025-08-05 14:20:00+00:00,1.0132336351276195e-06
2025-08-05 14:30:00+00:00,1.1110625111498961e-06
2025-08-05 14:40:00+00:00,1.1381691125578186e-06
2025-08-05 14:50:00+00:00,1.0269602016776958e-06
2025-08-05 15:00:00+00:00,9.496684681309375e-07
2025-08-05 15:10:00+00:00,8.040199521275327e-07
2025-08-05 15:20:00+00:00,7.686487697888821e-07
2025-08-05 15:30:00+00:00,8.769195353863779e-07
2025-08-05 15:40:00+00:00,8.464450076850482e-07
2025-08-05 15:50:00+00:00,1.7783282783057074e-05
2025-08-05 16:00:00+00:00,6.977724265766483e-06
2025-08-05 16:10:00+00:00,3.7177590598957975e-06
2025-08-05 16:20:00+00:00,2.3367163997534137e-06
2025-08-05 16:30:00+00:00,2.0461517578951315e-06
2025-08-05 16:40:00+00:00,1.994319790554755e-06
2025-08-05 16:50:00+00:00,1.4883639025242701e-06
2025-08-05 17:00:00+00:00,1.2852180173439365e-06
2025-08-05 17:10:00+00:00,2.15949807724769e-06
2025-08-05 17:20:00+00:00,2.0693472038146865e-06
2025-08-05 17:30:00+00:00,1.7375113095852156e-06
2025-08-05 17:40:00+00:00,2.076487375290981e-06
2025-08-05 17:50:00+00:00,2.1021363330930853e-06
2025-08-05 18:00:00+00:00,1.8413583759979701e-06
2025-08-05 18:10:00+00:00,1.6795993253992947e-06
2025-08-05 18:20:00+00:00,1.6707263505111315e-06
2025-08-05 18:30:00+00:00,1.5816276544455831e-06
2025-08-05 18:40:00+00:00,1.3659429029644344e-06
2025-08-05 18:50:00+00:00,1.2416465867914895e-06
2025-08-05 19:00:00+00:00,1.128813457818012e-06
2025-08-05 19:10:00+00:00,1.040359053838813e-06
2025-08-05 19:20:00+00:00,9.917730508846034e-07
2025-08-05 19:30:00+00:00,1.3214332410527163e-06
2025-08-05 19:40:00+00:00,1.7782947065114741e-06
2025-08-05 19:50:00+00:00,1.1538312508108106e-06
2025-08-05 20:00:00+00:00,1.1345978400356672e-06
2025-08-05 20:10:00+00:00,1.0245445613676907e-06
2025-08-05 20:20:00+00:00,9.850983289538817e-07
2025-08-05 20:30:00+00:00,9.011844776196653e-07
2025-08-05 20:40:00+00:00,1.2568033696425118e-06
2025-08-05 20:50:00+00:00,2.3299911660501495e-06
